编号,名称,NO.,心级,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签1,标签2,获取途径,套装,版本号,分类号,分类,部位,部位（配装器）,编号,获取途径（简）,获取途径（综）
80205,小围裙,205,3,,A,,S,,S,,A,C,,女仆装,围裙,设·图,美食外卖员,V1.3.2,8,饰品,腰饰,饰品-腰饰,80205,图,图
80206,听诊器,206,3,,S,S,,S,,A,,A,,医务使者,,4-8公,神圣医者,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80206,公,4-8公
80207,兔子先生,207,4,,S,,A,,S,,S,A,,童话系,兔女郎,兑·仙履,爱丽丝仙境,V1.3.2,8,饰品,头饰,饰品-头饰,80207,兑,兑
80208,三月兔,208,4,,S,,A,,S,,S,A,,童话系,,兑·仙履,爱丽丝仙境,V1.3.2,8,饰品,手持·左,饰品-手持·左,80208,兑,兑
80209,海魂围巾,209,4,,S,,S,,S,,A,,A,,,浪·迷,海豹小水手,V1.3.2,8,饰品,特殊·颈部,饰品-特殊·颈部,80209,抽,抽
80210,小海豹,210,2,,A,,A,,A,,A,A,,,,浪·迷,海豹小水手,V1.3.2,8,饰品,头饰,饰品-头饰,80210,抽,抽
80211,虔诚花朵,211,2,A,,B,,,A,,A,S,,,,浪·迷,,V1.3.2,8,饰品,头饰,饰品-头饰,80211,抽,抽
80212,虔诚颈饰,212,4,,S,S,,,S,,S,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80212,抽,抽
80213,甜美小鹿,213,4,S,,,S,,S,,S,,A,森女系列,小动物,成就·套装,甜美花季,V1.3.2,8,饰品,头饰,饰品-头饰,80213,套装,套装
80214,花结,214,3,,S,,A,,A,,A,A,,,,成就,甜美花季,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80214,成就,成就
80215,学生包,215,3,,A,,S,,S,,A,A,,学院系,,成就,甜美花季,V1.3.2,8,饰品,手持·左,饰品-手持·左,80215,成就,成就
80216,鲜奶蛋糕,216,4,S,,,S,,S,,S,S,,,,成就,蛋糕庄园,V1.3.2,8,饰品,头饰,饰品-头饰,80216,成就,成就
80217,蛋糕点缀,217,3,A,,,S,,A,,S,A,,,,成就,蛋糕庄园,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80217,成就,成就
80218,蛋糕情结,218,3,,S,,A,,S,,A,A,,,,成就,蛋糕庄园,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80218,成就,成就
80219,发明家眼镜,219,3,A,,,A,,A,,S,A,,中性风,,兑·花园,暖系机械,V1.3.6,8,饰品,头饰,饰品-头饰,80219,兑,兑
80220,年代杖,220,3,,S,S,,,B,,A,S,,英伦,,兑·花园,暖系机械,V1.3.6,8,饰品,手持·左,饰品-手持·左,80220,兑,兑
80221,糖果心·项链,221,2,,A,,A,,A,,A,A,,,,3-9少,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80221,少,3-9少
80222,金叶发带,222,4,SS,,S,,,A,,A,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,头饰,饰品-头饰,80222,抽,抽
80223,糖果心·头饰,223,2,,A,,B,,A,,A,A,,洛丽塔,,店·金币/浪·迷,,V1.3.2,8,饰品,头饰,饰品-头饰,80223,金/抽,金/抽
80224,雏菊帽,224,5,,B,,B,,B,,B,B,,,,赠送·好友,花田香气,V1.3.2,8,饰品,头饰,饰品-头饰,80224,赠送·好友,赠送·好友
80225,糖果心·包,225,3,,S,,A,,A,,A,A,,大小姐,,成就·套装,,V1.3.2,8,饰品,手持·左,饰品-手持·左,80225,套装,套装
80226,花蕊项链,226,5,C,,,B,,B,,B,B,,,,赠送·好友,花田香气,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80226,赠送·好友,赠送·好友
80227,泡芙头饰,227,3,S,,,A,,A,,A,S,,洛丽塔,,兑·花园,泡芙小姐,V1.3.6,8,饰品,头饰,饰品-头饰,80227,兑,兑
80228,泡芙手饰,228,2,B,,,A,,A,,A,A,,洛丽塔,,兑·花园,泡芙小姐,V1.3.6,8,饰品,手饰·双,饰品-手饰·双,80228,兑,兑
80229,泡芙小包,229,2,,A,,A,,A,,S,A,,洛丽塔,,兑·花园,泡芙小姐,V1.3.6,8,饰品,特殊·肩部,饰品-特殊·肩部,80229,兑,兑
80230,泡芙颈饰,230,3,B,,S,,,S,,A,A,,洛丽塔,,兑·花园,泡芙小姐,V1.3.6,8,饰品,颈饰·项链,饰品-颈饰·项链,80230,兑,兑
80231,占卜帽,231,5,A,,B,,,S,,S,A,,童话系,,浪·迷/浪·幻,星夜占卜师,V1.3.2,8,饰品,头饰,饰品-头饰,80231,抽,抽
80232,星月夜,232,5,SS,,A,,,A,S,,S,,洛丽塔,,浪·迷/浪·幻,星夜占卜师,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80232,抽,抽
80233,珍珠项链,233,3,A,,A,,S,,A,,A,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80233,抽,抽
80234,暖之舞颈饰,234,3,,S,A,,A,,A,,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80234,抽,抽
80235,暖之舞手饰,235,2,,A,S,,A,,A,,A,,,,浪·迷,,V1.3.2,8,饰品,手饰·右,饰品-手饰·右,80235,抽,抽
80236,红色手表,236,2,,A,B,,,S,,A,A,,,,店·金币/浪·迷/6-7少,,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80236,少/金/抽,金/抽/6-7少
80237,骨牙项链,237,2,B,,,B,A,,S,,A,,摇滚风,,3-2少,摇滚歌手,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80237,少,3-2少
80238,铆钉手套,238,3,,B,,S,A,,S,,,S,摇滚风,,店·金币/浪·迷/浪·幻,摇滚歌手,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80238,金/抽,金/抽
80239,赤砂,239,5,A,,S,,S,,,C,A,,,,赠送·签到,红裳锦绣,V1.3.2,8,饰品,头饰,饰品-头饰,80239,签到,签到
80240,草莓蛋糕,240,5,A,,,A,,A,,A,A,,,,VIP礼包,草莓甜心,V1.3.2,8,饰品,头饰,饰品-头饰,80240,氪,氪
80241,桂花酿,241,4,,B,S,,,A,S,,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,头饰,饰品-头饰,80241,抽,抽
80243,蓝色遮阳帽,243,3,,S,S,,,S,A,,S,,防晒,,设·图,,V1.3.2,8,饰品,头饰,饰品-头饰,80243,图,图
80244,星愿项链,244,3,,A,,A,,A,,A,A,,,,店·金币/浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80244,金/抽,金/抽
80245,海滩手环,245,3,S,,A,,,B,S,,S,,,,浪·迷/浪·幻/赠送·签到,,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80245,抽/签到,抽/签到
80246,红心项链,246,3,A,,,A,,S,,S,A,,,,店·金币/浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80246,金/抽,金/抽
80247,蝶影,247,5,S,,S,,S,,S,,S,,童话系,,成就,蝴蝶夫人,V2.0.2,8,饰品,头饰,饰品-头饰,80247,成就,成就
80248,蝶趣,248,5,S,,,B,SS,,S,,SS,,童话系,小动物,成就,蝴蝶夫人,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80248,成就,成就
80249,红斗篷·华丽,249,4,,S,,S,,S,,A,,A,童话系,洛丽塔,设·进163/浪·迷/浪·幻,,V1.3.2,8,饰品,头饰,饰品-头饰,80249,进·公/抽/抽,进·公/抽/抽
80250,爬爬,250,4,,S,,A,,S,,S,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80250,抽,抽
80251,恶魔手环,251,4,S,,,A,,S,A,,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80251,抽,抽
80252,蔷薇园,252,4,S,,,B,,A,,S,S,,洛丽塔,,浪·幻,琉光蔷薇,V1.3.2,8,饰品,手持·左,饰品-手持·左,80252,抽,抽
80253,双蕊,253,4,,S,,S,,S,,S,S,,洛丽塔,,浪·幻,琉光蔷薇,V1.3.2,8,饰品,头饰,饰品-头饰,80253,抽,抽
80254,茶香礼帽,254,3,S,,,S,,S,,A,A,,洛丽塔,,浪·幻,梦幻下午茶,V1.3.2,8,饰品,头饰,饰品-头饰,80254,抽,抽
80255,茶聚,255,3,A,,,B,,S,,A,S,,洛丽塔,,浪·幻,梦幻下午茶,V1.3.2,8,饰品,耳饰,饰品-耳饰,80255,抽,抽
80256,茶语,256,3,,A,,B,,S,,A,S,,洛丽塔,,浪·幻,梦幻下午茶,V1.3.2,8,饰品,特殊·肩部,饰品-特殊·肩部,80256,抽,抽
80257,下午茶手套,257,4,S,,,A,,S,,S,,A,洛丽塔,,浪·幻,梦幻下午茶,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80257,抽,抽
80258,暗夜花雕,258,4,S,,A,,,S,,S,A,,哥特风,洛丽塔,浪·幻,暗夜萝莉,V1.3.2,8,饰品,头饰,饰品-头饰,80258,抽,抽
80259,墨瞳,259,3,S,,A,,S,,,A,SS,,哥特风,洛丽塔,浪·幻,暗夜萝莉,V1.3.2,8,饰品,特殊·脸部,饰品-特殊·脸部,80259,抽,抽
80260,暗夜项链,260,3,A,,S,,B,,S,,S,,哥特风,洛丽塔,浪·幻,暗夜萝莉,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80260,抽,抽
80261,暗夜伞,261,3,A,,A,,,S,,A,A,,哥特风,防晒,浪·幻,暗夜萝莉,V1.3.2,8,饰品,手持·左,饰品-手持·左,80261,抽,抽
80262,花嫁头纱,262,5,SS,,,B,,S,,SS,S,,婚纱,,设·图,花嫁童话,V1.4.5,8,饰品,特殊·颈部,饰品-特殊·颈部,80262,图,图
80263,花嫁颈饰,263,3,A,,,A,,A,,S,A,,婚纱,洛丽塔,设·图,花嫁童话,V1.4.5,8,饰品,颈饰·项链,饰品-颈饰·项链,80263,图,图
80264,童话捧花,264,4,S,,A,,,S,,S,S,,婚纱,,设·图,花嫁童话,V1.4.5,8,饰品,手持·右,饰品-手持·右,80264,图,图
80265,花嫁手套,265,4,SS,,,B,,A,,S,,S,婚纱,洛丽塔,设·图,花嫁童话,V1.4.5,8,饰品,手饰·双,饰品-手饰·双,80265,图,图
80266,一丝不苟,266,3,S,,A,,S,,,C,S,,欧式古典,,浪·迷,首席特助,V1.3.2,8,饰品,特殊·脸部,饰品-特殊·脸部,80266,抽,抽
80267,莉莉斯图典,267,4,S,,A,,S,,,S,S,,OL,,浪·幻,首席特助,V1.3.2,8,饰品,手持·左,饰品-手持·左,80267,抽,抽
80268,洛可蝴蝶结,268,3,A,,,A,,S,,S,A,,洛丽塔,,兑·仙履,洛可的茶会,V1.3.2,8,饰品,头饰,饰品-头饰,80268,兑,兑
80269,洛可小包,269,3,,A,,A,,A,,S,S,,洛丽塔,,兑·仙履,洛可的茶会,V1.3.2,8,饰品,特殊·肩部,饰品-特殊·肩部,80269,兑,兑
80270,洛可手环,270,3,B,,,S,,A,,A,S,,洛丽塔,,兑·仙履,洛可的茶会,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80270,兑,兑
80271,荒原头饰,271,4,S,,,B,A,,,S,S,,波西米亚,,设·图,荒原的花,V1.3.2,8,饰品,头饰,饰品-头饰,80271,图,图
80272,荒原颈饰,272,3,S,,,B,A,,,B,SS,,波西米亚,,5-7少/联盟·小铺,荒原的花,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80272,少,5-7少/联盟·小铺
80273,荒原拎包,273,3,,S,,B,,A,,S,S,,波西米亚,,设·图,荒原的花,V1.3.2,8,饰品,手持·左,饰品-手持·左,80273,图,图
80274,特工颈饰,274,3,,A,A,,A,,A,,S,,摇滚风,,店·金币,最美特工,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80274,金,金
80275,特工手套,275,3,S,,,S,,B,A,,S,,摇滚风,,店·金币,最美特工,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80275,金,金
80276,霞赤折扇,276,4,S,,A,,,B,,A,SS,,中式现代,,设·图,霞赤图,V1.3.2,8,饰品,手持·左,饰品-手持·左,80276,图,图
80277,烟雨折扇,277,4,S,,S,,,B,,S,S,,中式现代,,设·定276,,V1.3.2,8,饰品,手持·左,饰品-手持·左,80277,定·图,定·图
80278,霞色锦囊,278,3,,S,,A,,S,,A,A,,洛丽塔,,设·图,霞赤图,V1.3.2,8,饰品,特殊·肩部,饰品-特殊·肩部,80278,图,图
80279,暖暖之舞颈饰,279,4,,S,A,,A,,S,,,A,欧式古典,,浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80279,抽,抽
80280,暖暖之舞手饰,280,3,,B,A,,A,,A,,A,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,手饰·右,饰品-手饰·右,80280,抽,抽
80281,镶金,281,4,A,,S,,S,,S,,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80281,抽,抽
80282,归真,282,3,,A,S,,S,,,A,S,,,,店·金币/浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80282,金/抽,金/抽
80283,金叶缎带,283,4,S,,S,,S,,S,,S,,,,浪·迷,,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80283,抽,抽
80284,金叶耳环,284,3,S,,S,,S,,,C,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80284,抽,抽
80285,星河耳环,285,5,A,,,A,,A,,A,A,,,,赠送,0,V1.3.2,8,饰品,耳饰,饰品-耳饰,80285,赠送,赠送
80286,星河颈饰,286,5,B,,,A,,A,,A,,A,,,赠送,0,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80286,赠送,赠送
80287,星辰伞,287,5,A,,A,,,A,,A,A,,防晒,,赠送,0,V1.3.2,8,饰品,手持·左,饰品-手持·左,80287,赠送,赠送
80288,画家帽,288,5,,A,A,,A,,,A,,A,,,活动·首充,慕冬天使,V1.3.2,8,饰品,头饰,饰品-头饰,80288,氪,氪
80292,优雅天使,292,5,,A,S,,,A,,A,A,,,,活动·首充,慕冬天使,V1.3.2,8,饰品,特殊·肩部,饰品-特殊·肩部,80292,氪,氪
80296,白雪手套,296,5,,A,A,,A,,A,,,A,,,活动·首充,慕冬天使,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80296,氪,氪
80297,丝绸手套·棕,297,5,,B,SS,,S,,S,,,S,,,设·定296,,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80297,定·氪,定·氪
80299,丝绸手套·黑,299,5,,B,S,,S,,S,,,S,,,设·定296,,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80299,定·氪,定·氪
80300,岚蝶·棕,300,3,,A,S,,A,,,S,A,,,,店·钻石/浪·迷/浪·幻,,V1.3.2,8,饰品,手持·左,饰品-手持·左,80300,钻/抽,钻/抽
80301,岚蝶·红,301,3,,S,S,,,B,,B,,S,,,设·定300,,V1.3.2,8,饰品,手持·左,饰品-手持·左,80301,定·钻/抽,定·钻/抽
80302,岚蝶·藏青,302,3,,SS,SS,,,B,,A,,B,,,设·定300,,V1.3.2,8,饰品,手持·左,饰品-手持·左,80302,定·钻/抽,定·钻/抽
80304,芳华手链,304,2,A,,,A,,A,,A,A,,,,浪·迷,,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80304,抽,抽
80305,芳华项链,305,2,A,,,A,,A,,A,A,,,,浪·迷,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80305,抽,抽
80306,白雪绒帽,306,5,,A,B,,,A,,A,,S,,,浪·迷,冬恋奇迹,V1.3.2,8,饰品,头饰,饰品-头饰,80306,抽,抽
80310,奇迹之链,310,5,A,,,A,,A,,A,A,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80310,抽,抽
80311,纱舞,311,4,,SS,,A,,S,,A,A,,,,店·金币,漫纱轻舞,V1.5.1,8,饰品,头饰,饰品-头饰,80311,金,金
80313,赤檀珠,313,5,,A,,A,,A,,A,A,,,,赠送·签到,红裳锦绣,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80313,签到,签到
80314,凤天,314,5,A,,A,,A,,A,,A,,,,VIP礼包,一代女皇,V1.3.2,8,饰品,耳饰,饰品-耳饰,80314,氪,氪
80315,高级女帽,315,3,,A,SS,,,A,,A,,A,,,店·金币,,V1.3.2,8,饰品,头饰,饰品-头饰,80315,金,金
80316,紫结领,316,4,S,,S,,,A,,S,,S,,,店·金币,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80316,金,金
80317,金属手圈,317,3,B,,S,,B,,B,,S,,,,店·金币,,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80317,金,金
80318,迷三角,318,4,,S,A,,S,,S,,S,,,,6-支1少,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80318,少,6-支1少
80319,苍翠叶,319,4,,S,S,,,B,,B,S,,,,店·金币,,V1.3.2,8,饰品,头饰,饰品-头饰,80319,金,金
80320,水珍珠,320,3,S,,S,,C,,,S,S,,,,店·钻石,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80320,钻,钻
80321,珍珠发卡,321,2,,A,B,,,S,,S,A,,,,5-2少,,V1.3.2,8,饰品,头饰,饰品-头饰,80321,少,5-2少
80322,十字架手链,322,3,C,,,S,S,,S,,S,,,,店·金币,,V1.3.2,8,饰品,手饰·右,饰品-手饰·右,80322,金,金
80323,铆钉手环,323,3,B,,,S,S,,A,,S,,,,2-4少/联盟·小铺,,V1.3.2,8,饰品,手饰·左,饰品-手饰·左,80323,少,2-4少/联盟·小铺
80328,豪门项链,328,4,S,,S,,A,,A,,S,,,,店·钻石,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80328,钻,钻
80329,月桂手环,329,4,S,,,A,,S,,S,S,,,,店·金币,,V1.3.2,8,饰品,手饰·右,饰品-手饰·右,80329,金,金
80330,豪门耳环,330,3,A,,A,,S,,A,,A,,,,店·金币,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80330,金,金
80334,蓝钻耳环,334,3,A,,S,,A,,A,,A,,,,店·金币,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80334,金,金
80335,红钻耳环,335,3,C,,S,,S,,S,,S,,,,设·定334,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80335,定·金,定·金
80336,星星耳饰,336,3,,S,,S,B,,B,,S,,,,6-11少,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80336,少,6-11少
80337,豪门披肩,337,4,S,,S,,S,,B,,,S,,,店·钻石,,V1.3.2,8,饰品,颈饰·围巾,饰品-颈饰·围巾,80337,钻,钻
80338,穗耳环·粉,338,4,SS,,S,,B,,,S,B,,,,3-支1少,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80338,少,3-支1少
80341,穗耳环·黑,341,4,S,,B,,S,,S,,S,,,,设·定338,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80341,定·少,定·少
80342,云端结·红,342,4,S,,S,,S,,B,,S,,,,4-支2少,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80342,少,4-支2少
80343,云端结·蓝,343,4,S,,S,,A,,S,,S,,,,设·定342,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80343,定·少,定·少
80344,云端结·紫,344,4,A,,S,,S,,S,,S,,,,设·定342,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80344,定·少,定·少
80345,云端珠·红,345,3,B,,,B,S,,S,,S,,,,6-11少,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80345,少,6-11少
80346,云端珠·蓝,346,3,B,,,B,S,,S,,S,,,,设·定345,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80346,定·少,定·少
80347,云端珠·黄,347,3,B,,,B,S,,S,,S,,,,设·定345,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80347,定·少,定·少
80348,月桂头饰,348,5,S,,S,,,S,,S,S,,,,浪·迷/浪·幻,,V1.3.2,8,饰品,头饰,饰品-头饰,80348,抽,抽
80349,冬季礼物,349,4,,S,B,,,S,,B,S,,,,浪·幻,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80349,抽,抽
80350,雪绒球·大,350,3,,S,,B,,S,,S,,B,,,店·金币,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80350,金,金
80351,雪绒球·小,351,2,,A,,A,,A,,A,,A,,,4-10少,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80351,少,4-10少
80352,千罂狐尾,352,5,S,,A,,SS,,SS,,A,,,,店·钻石,罂粟千狐,V1.6.3,8,饰品,特殊·尾部,饰品-特殊·尾部,80352,钻,钻
80359,午茶·灰,359,3,,S,S,,B,,,B,,S,英伦,,设·定068,,V1.3.2,8,饰品,头饰,饰品-头饰,80359,定·金/抽,定·金/抽
80360,午茶·红,360,3,,B,S,,B,,,B,,S,英伦,,设·定068,,V1.3.2,8,饰品,头饰,饰品-头饰,80360,定·金/抽,定·金/抽
80361,午茶·棕,361,3,,B,S,,S,,,B,,S,英伦,,设·定068,,V1.3.2,8,饰品,头饰,饰品-头饰,80361,定·金/抽,定·金/抽
80365,和扇·樱粉,365,2,B,,C,,,S,,S,S,,和风,,设·定074,,V1.3.2,8,饰品,手持·右,饰品-手持·右,80365,定·钻/抽,定·钻/抽
80366,和扇·朗日,366,2,C,,A,,,A,,A,A,,和风,,设·定074,,V1.3.2,8,饰品,手持·右,饰品-手持·右,80366,定·钻/抽,定·钻/抽
80367,和扇·女子,367,2,A,,A,,,A,,A,A,,和风,,设·定074,,V1.3.2,8,饰品,手持·右,饰品-手持·右,80367,定·钻/抽,定·钻/抽
80374,牛仔围巾·灰纹,374,4,,S,B,,B,,,SS,,S,侠客联盟,,设·定080,,V1.3.2,8,饰品,颈饰·围巾,饰品-颈饰·围巾,80374,定·进·公/抽,定·进·公/抽
80375,牛仔围巾·蓝纹,375,4,,S,S,,B,,,S,,S,侠客联盟,,设·定080,,V1.3.2,8,饰品,颈饰·围巾,饰品-颈饰·围巾,80375,定·进·公/抽,定·进·公/抽
80376,牛仔围巾·黑纹,376,4,,B,SS,,S,,,B,,S,侠客联盟,,设·定080,,V1.3.2,8,饰品,颈饰·围巾,饰品-颈饰·围巾,80376,定·进·公/抽,定·进·公/抽
80383,黄玫瑰,383,4,SS,,B,,B,,,SS,S,,,,5-8少/联盟·小铺,,V1.3.2,8,饰品,头饰,饰品-头饰,80383,少,5-8少/联盟·小铺
80384,蓝玫瑰,384,4,S,,S,,S,,,B,S,,,,设·定383,,V1.3.2,8,饰品,头饰,饰品-头饰,80384,定·少,定·少
80385,红玫瑰,385,4,S,,B,,B,,,S,S,,,,设·定383,,V1.3.2,8,饰品,头饰,饰品-头饰,80385,定·少,定·少
80386,粉玫瑰,386,4,S,,S,,,B,,S,S,,,,设·定383,,V1.3.2,8,饰品,头饰,饰品-头饰,80386,定·少,定·少
80387,普通眼镜·红,387,2,,S,,C,,C,,S,S,,OL,,设·定064,,V1.3.2,8,饰品,特殊·脸部,饰品-特殊·脸部,80387,定·金/抽,定·金/抽
80388,普通眼镜·黑,388,2,,S,,B,,B,,B,S,,OL,,设·定064,,V1.3.2,8,饰品,特殊·脸部,饰品-特殊·脸部,80388,定·金/抽,定·金/抽
80389,普通眼镜·蓝,389,2,,S,,B,,B,,S,A,,OL,,设·定064,,V1.3.2,8,饰品,特殊·脸部,饰品-特殊·脸部,80389,定·金/抽,定·金/抽
80390,红色腰带,390,1,,A,C,,C,,S,,A,,,,设·定065,,V1.3.2,8,饰品,腰饰,饰品-腰饰,80390,定·金/抽,定·金/抽
80391,棕色腰带,391,1,,C,S,,C,,S,,A,,,,设·定065,,V1.3.2,8,饰品,腰饰,饰品-腰饰,80391,定·金/抽,定·金/抽
80392,浅咖腰带,392,1,,A,A,,A,,,A,A,,,,设·定065,,V1.3.2,8,饰品,腰饰,饰品-腰饰,80392,定·金/抽,定·金/抽
80393,夏日香气·粉,393,2,,A,,A,,A,,A,A,,,,设·定109,,V1.3.2,8,饰品,头饰,饰品-头饰,80393,定·金/抽,定·金/抽
80394,夏日香气·紫,394,2,,B,,C,,S,,S,S,,,,设·定109,,V1.3.2,8,饰品,头饰,饰品-头饰,80394,定·金/抽,定·金/抽
80395,夏日香气·蓝,395,2,,A,,A,,A,,A,A,,,,设·定109,,V1.3.2,8,饰品,头饰,饰品-头饰,80395,定·金/抽,定·金/抽
80403,星环耳环,403,4,SS,,A,,A,,A,,SS,,,,4-支1少,,V1.3.2,8,饰品,耳饰,饰品-耳饰,80403,少,4-支1少
80404,爱之手套,404,4,S,,S,,S,,S,,B,,,,6-支2少,,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80404,少,6-支2少
80405,蕾丝兔耳,405,4,,B,,SS,B,,SS,,SS,,,,店·金币,,V1.3.2,8,饰品,头饰,饰品-头饰,80405,金,金
80406,爱之锁,406,4,B,,,B,S,,S,,S,,,,5-支3少,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80406,少,5-支3少
80407,珍珠项链·樱桃,407,4,,A,,S,,S,,S,S,,,,店·钻石,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80407,钻,钻
80408,珍珠项链·玫瑰,408,3,,S,,A,,A,,S,A,,,,店·金币,,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80408,金,金
80409,红色头巾,409,3,,B,S,,S,,,B,,S,,,店·金币,,V1.3.2,8,饰品,头饰,饰品-头饰,80409,金,金
80410,节日氛围,410,4,,A,S,,,A,,A,,SS,,,2-支2少,,V1.3.2,8,饰品,颈饰·围巾,饰品-颈饰·围巾,80410,少,2-支2少
80411,小侦探,411,4,A,,,SS,A,,,A,,SS,,,店·金币,,V1.3.2,8,饰品,头饰,饰品-头饰,80411,金,金
80429,暖心企鹅帽,429,5,,B,,S,,S,,S,,A,,,店·金币,暖心企鹅,V1.3.2,8,饰品,头饰,饰品-头饰,80429,金,金
80430,红围巾,430,5,,B,,A,,S,,S,,S,,,店·金币,暖心企鹅,V1.3.2,8,饰品,颈饰·围巾,饰品-颈饰·围巾,80430,金,金
80431,暮霭,431,5,,S,S,,S,,A,,,B,,,店·金币,暮霭苍琅,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80431,金,金
80432,薄荷烟,432,5,,S,S,,S,,A,,B,,,,店·金币,暮霭苍琅,V1.3.2,8,饰品,手持·左,饰品-手持·左,80432,金,金
80433,精灵皇后,433,5,S,,S,,S,,,A,,A,,,成就,冰晶玫瑰,V1.3.2,8,饰品,特殊·颈部,饰品-特殊·颈部,80433,成就,成就
80434,冰晶耳环,434,5,S,,A,,S,,A,,A,,,,成就,冰晶玫瑰,V1.3.2,8,饰品,耳饰,饰品-耳饰,80434,成就,成就
80435,冰晶雪链,435,5,S,,S,,S,,A,,A,,,,成就,冰晶玫瑰,V1.3.2,8,饰品,颈饰·项链,饰品-颈饰·项链,80435,成就,成就
80436,冰晶手套,436,5,S,,S,,S,,S,,,A,,,成就,冰晶玫瑰,V1.3.2,8,饰品,手饰·双,饰品-手饰·双,80436,成就,成就
80437,红果子,437,5,,A,,S,,S,,A,A,,,,店·金币,绮丽乐园,V1.3.3,8,饰品,耳饰,饰品-耳饰,80437,金,金
